Player,Metric,Value,PerGame
Shaquille O'Neal*,BLK,0.7316363856615349,2.263463131731566
Eddie Johnson,BLK,0.045455287206266314,0.140625
Moses Malone*,BLK,0.42149793617769493,1.3039879608728366
Elvin Hayes*,BLK,0.4393352155800332,1.3591711435149654
Hakeem Olajuwon*,BLK,1.0,3.0936995153473346
Oscar Robertson*,BLK,0.0012432215304277968,0.0038461538461538464
Dominique Wilkins*,BLK,0.19322024009218605,0.5977653631284916
Tim Duncan,BLK,0.7012769724798176,2.1695402298850577
Paul Pierce,BLK,0.1793090174563397,0.5547282204020849
John Havlicek*,BLK,0.02977858185481384,0.09212598425196851
Kevin Garnett,BLK,0.45036592814307097,1.393296853625171
Alex English*,BLK,0.22569733366307815,0.6982397317686505
Reggie Miller*,BLK,0.06958102359644126,0.21526277897768178
