player,team,height,weight
Devin Harris,DAL,190.5,83.91452
Devin Robinson,WAS,203.2,90.7184
Devin Vassell,SAS,195.58,90.7184
Devon Dotson,WAS,185.42,83.91452
Devon Hall,OKC,195.58,97.52228
Devontae Cacok,SAS,200.66,108.86208
Devonte' Graham,SAS,185.42,88.45044
Devyn Marble,ORL,198.12,90.7184
Dewan Hernandez,TOR,208.28,106.59412
Dewayne Dedmon,PHI,208.28,111.13004
Dexter Boney,PHX,193.04,83.91452
Dexter Pittman,ATL,210.82,129.27372
Deyonta Davis,ATL,210.82,107.501304
Diamond Stone,LAC,210.82,115.66596
Diante Garrett,UTA,193.04,86.18248
Dickey Simpkins,ATL,205.74,112.490816
Didi Louzada,POR,195.58,85.275296
Dijon Thompson,ATL,203.2,90.7184
Dikembe Mutombo,HOU,218.44,117.93392
Dillon Brooks,MEM,198.12,102.0582
Dino Radja,BOS,210.82,102.0582
Dion Glover,SAS,195.58,102.0582
Dion Waiters,LAL,190.5,95.25432
Dionte Christmas,PHX,195.58,92.98636
Dirk Nowitzki,DAL,213.36,111.13004
Domantas Sabonis,SAC,215.9,108.86208
Dominic McGuire,IND,205.74,106.59412
Dominick Barlow,SAS,205.74,97.52228
Dominique Jones,DAL,195.58,97.52228
Dominique Wilkins,ORL,203.2,104.32616
Don MacLean,MIA,208.28,106.59412
Don Reid,DET,203.2,113.398
Donald Royal,CHH,203.2,98.883056
Donald Sloan,BKN,190.5,92.98636
Donald Whiteside,ATL,177.8,72.57472
Donatas Motiejunas,SAS,213.36,99.79024
Donell Taylor,WAS,195.58,87.543256
Donnell Harvey,NJN,203.2,99.79024
Donnie Boyce,ATL,195.58,88.904032
Donny Marshall,NJN,200.66,104.32616
Donovan Mitchell,CLE,185.42,97.52228
Donovan Williams,ATL,198.12,86.18248
Donta Hall,ORL,208.28,104.32616
Donta Smith,ATL,200.66,97.52228
Dontae' Jones,BOS,203.2,99.79024
Donte DiVincenzo,GSW,193.04,92.079176
Donte Grantham,OKC,203.2,97.52228
Donte Greene,SAC,210.82,102.511792
Dontell Jefferson,CHA,195.58,88.45044
Dontonio Wingfield,POR,203.2,116.119552
Donyell Marshall,PHI,205.74,111.13004
Dorell Wright,POR,205.74,92.98636
Dorian Finney-Smith,BKN,200.66,99.79024
Doron Lamb,ORL,193.04,90.7184
Doug Christie,LAC,198.12,92.98636
Doug McDermott,SAS,198.12,102.0582
Doug Overton,LAC,190.5,86.18248
Doug West,VAN,198.12,90.7184
Dragan Bender,GSW,213.36,112.944408
Dragan Tarlac,CHI,210.82,122.46984
Draymond Green,GSW,198.12,104.32616
Drew Barry,ATL,195.58,86.636072
Drew Eubanks,POR,208.28,111.13004
Drew Gooden,WAS,208.28,113.398
Drew Gordon,PHI,205.74,111.13004
Dru Smith,BKN,190.5,92.079176
Duane Causwell,MIA,213.36,115.66596
Duane Ferrell,GSW,200.66,97.52228
Duane Washington Jr.,NYK,187.96,89.357624
Duje Dukan,SAC,205.74,99.79024
Duncan Robinson,MIA,200.66,97.52228
Dusty Hannahs,MEM,190.5,95.25432
Dwayne Bacon,ORL,198.12,100.243832
Dwayne Jones,PHX,208.28,113.851592
Dwayne Schintzius,BOS,218.44,129.27372
Dwight Buycks,DET,190.5,86.18248
Dwight Howard,LAL,208.28,120.20188
Dwight Powell,DAL,208.28,108.86208
Dwyane Wade,MIA,193.04,99.79024
Dylan Windler,CLE,200.66,88.904032
Dyson Daniels,NOP,200.66,90.264808
Dzanan Musa,BKN,205.74,98.429464
E'Twaun Moore,PHX,190.5,86.636072
Earl Barron,PHX,213.36,113.398
Earl Boykins,HOU,165.1,60.327736
Earl Clark,BKN,208.28,106.140528
Earl Cureton,TOR,205.74,95.25432
Earl Watson,POR,185.42,90.264808
Ed Davis,CLE,205.74,98.883056
Ed Gray,ATL,190.5,95.25432
Ed O'Bannon,DAL,203.2,100.697424
Ed Pinckney,MIA,205.74,108.86208
Ed Stokes,TOR,213.36,119.748288
Eddie Basden,CHI,195.58,97.52228
Eddie Gill,MIL,182.88,86.18248
Eddie Griffin,MIN,205.74,100.697424
Eddie House,MIA,185.42,86.18248
Eddie Johnson,HOU,200.66,97.52228
Eddie Jones,DAL,198.12,90.7184
Eddie Robinson,CHI,205.74,95.25432
Eddy Curry,DAL,213.36,133.80964
Edmond Sumner,BKN,193.04,88.904032
Eduardo Najera,CHA,203.2,106.59412
Edwin Ubiles,WAS,198.12,92.532768
Edy Tavares,CLE,220.98,120.20188
Efthimios Rentzias,PHI,210.82,113.398
Ekpe Udoh,UTA,208.28,111.13004
Elden Campbell,DET,213.36,126.552168
Eldridge Recasner,LAC,190.5,86.18248
Elfrid Payton,PHX,190.5,88.45044
Elias Harris,LAL,203.2,108.408488
Elie Okobo,PHX,190.5,86.18248
Elijah Bryant,MIL,195.58,95.25432
Elijah Hughes,POR,195.58,97.52228
Elijah Millsap,PHX,200.66,97.52228
Elliot Perry,MEM,182.88,68.0388
Elliot Williams,CHA,196.0,86.0
Elmer Bennett,DEN,182.88,77.11064
Elmore Spencer,SEA,213.36,122.46984
Elton Brand,PHI,205.74,115.212368
Emanual Davis,ATL,195.58,88.45044
Emanuel Terry,PHX,205.74,99.79024
Emeka Okafor,NOP,208.28,115.66596
Emmanuel Mudiay,SAC,190.5,90.7184
Enes Freedom,BOS,208.28,113.398
Enes Kanter,POR,208.28,113.398
Ennis Whatley,POR,190.5,80.28578399999998
Eric Bledsoe,POR,185.42,97.068688
Eric Dawson,SAS,205.74,113.398
Eric Gordon,LAC,190.5,97.52228
Eric Leckner,VAN,210.82,120.20188
Eric Maynor,PHI,190.5,79.3786
Eric Mika,SAC,208.28,105.68693600000002
Eric Mobley,VAN,210.82,106.59412
Eric Montross,TOR,213.36,122.46984
Eric Moreland,TOR,208.28,107.954896
Eric Murdock,LAC,185.42,86.18248
Eric Paschall,UTA,198.12,115.66596
Eric Piatkowski,PHX,200.66,97.52228
Eric Riley,BOS,213.36,111.13004
Eric Snow,CLE,190.5,92.98636
Eric Washington,DEN,193.04,86.18248
Eric Williams,CHA,203.2,99.79024
Erick Barkley,POR,185.42,80.28578399999998
Erick Dampier,ATL,210.82,120.20188
Erick Green,DEN,193.04,83.91452
Erick Strickland,MIL,190.5,98.883056
Erik Daniels,SAC,203.2,97.068688
Erik McCree,UTA,203.2,102.0582
Erik Murphy,CHI,208.28,104.32616
Ernest Brown,MIA,213.36,110.676448
Ersan Ilyasova,UTA,205.74,106.59412
Ervin Johnson,MIL,210.82,111.13004
Esteban Batista,ATL,208.28,121.562656
Etan Thomas,ATL,208.28,117.93392
Etdrick Bohannon,CLE,205.74,99.79024
Eugene Omoruyi,DET,198.12,106.59412
Evan Eschmeyer,DAL,210.82,115.66596
Evan Fournier,NYK,198.12,92.98636
Evan Mobley,CLE,210.82,97.52228
Evan Turner,MIN,198.12,99.79024
Evric Gray,NJN,200.66,106.59412
Fab Melo,BOS,213.36,115.66596
Fabricio Oberto,POR,208.28,111.13004
Facundo Campazzo,DAL,177.8,88.45044
Felipe Lopez,MIN,195.58,88.45044
Felton Spencer,NYK,213.36,131.54168
Feron Hunt,NYK,203.2,88.45044
Festus Ezeli,GSW,210.82,120.20188
Flip Murray,CHI,190.5,90.7184
Francisco Elson,PHI,213.36,108.86208
Francisco Garcia,HOU,200.66,97.52228
Frank Brickowski,BOS,205.74,108.86208
Frank Jackson,UTA,190.5,92.98636
Frank Kaminsky,HOU,213.36,108.86208
Frank Mason,ORL,180.34,86.18248
Frank Ntilikina,DAL,193.04,90.7184
Frank Williams,CHI,190.5,96.161504
Frankie King,PHI,185.42,83.91452
Franz Wagner,ORL,208.28,99.79024
Fred Hoiberg,MIN,195.58,95.25432
Fred Jones,LAC,187.96,102.0582
Fred Roberts,DAL,208.28,98.883056
Fred VanVleet,TOR,182.88,89.357624
Fred Vinson,SEA,193.04,86.18248
Freddie Gillespie,ORL,205.74,111.13004
Furkan Aldemir,PHI,208.28,108.86208
Furkan Korkmaz,PHI,200.66,91.625584
Gabe Pruitt,BOS,193.04,77.11064
Gabe Vincent,MIA,187.96,90.7184
Gabe York,IND,190.5,86.18248
Gabriel Deck,OKC,198.12,104.779752
Gabriel Lundberg,PHX,193.04,92.079176
Gal Mekel,DAL,190.5,86.636072
Gani Lawal,PHX,205.74,106.140528
Garret Siler,PHX,210.82,138.34556
Garrett Temple,NOP,198.12,88.45044
Garrison Mathews,ATL,198.12,97.52228
Garth Joseph,DEN,218.44,138.799152
Gary Clark,NOP,198.12,102.0582
Gary Forbes,TOR,200.66,99.79024
Gary Grant,POR,190.5,83.91452
Gary Harris,ORL,193.04,95.25432
Gary Neal,ATL,193.04,95.25432
Gary Payton,MIA,193.04,86.18248
Gary Payton II,GSW,187.96,88.45044
Gary Trent,MIN,203.2,113.398
Gary Trent Jr.,TOR,195.58,94.800728
Gaylon Nickerson,WAS,190.5,86.18248
Geno Carlisle,POR,190.5,90.7184
George Hill,IND,193.04,85.275296
George King,DAL,198.12,99.79024
George Lynch,NOH,203.2,106.59412
George McCloud,DEN,203.2,102.0582
George Zidek,SEA,213.36,113.398
Georges Niang,PHI,200.66,104.32616
Georgios Kalaitzakis,OKC,200.66,87.089664
Georgios Papagiannis,POR,215.9,108.86208
Gerald Brown,PHX,193.04,95.25432
Gerald Fitch,MIA,190.5,85.275296
Gerald Green,HOU,200.66,92.98636
Gerald Henderson,PHI,195.58,97.52228
Gerald Madkins,GSW,193.04,90.7184
Gerald Wallace,BOS,200.66,99.79024
Gerald Wilkins,ORL,198.12,83.91452
Gerard King,WAS,205.74,104.32616
Gheorghe Muresan,NJN,231.14,137.438376
Gian Clavell,DAL,193.04,83.91452
Giannis Antetokounmpo,MIL,213.36,110.222856
Gigi Datome,BOS,203.2,97.52228
Gilbert Arenas,MEM,193.04,97.52228
Glen Davis,LAC,205.74,131.088088
Glen Rice,WAS,198.12,93.439952
Glenn Robinson,SAS,200.66,108.86208
Glenn Robinson III,SAC,198.12,100.697424
God Shammgod,WAS,182.88,76.657048
Goga Bitadze,ORL,210.82,113.398
Goran Dragic,MIL,193.04,86.18248
Gordan Giricek,PHX,198.12,99.79024
Gordon Hayward,CHA,200.66,102.0582
Gorgui Dieng,SAS,208.28,112.490816
Grant Hill,LAC,203.2,102.0582
Grant Jerrett,UTA,208.28,105.233344
Grant Long,BOS,205.74,108.86208
Grant Riller,CHA,187.96,86.18248
Grant Williams,BOS,198.12,107.047712
Grayson Allen,MIL,193.04,89.811216
Greg Anderson,ATL,208.28,113.398
Greg Anthony,MIL,185.42,81.64656
Greg Brown III,POR,200.66,93.439952
Greg Buckner,MEM,193.04,95.25432
Greg Dreiling,DAL,215.9,120.20188
Greg Foster,TOR,210.82,108.86208
Greg Graham,CLE,193.04,78.92500799999999
Greg Minor,BOS,198.12,95.25432
Greg Monroe,MIN,208.28,113.398
Greg Oden,MIA,213.36,123.830616
Greg Ostertag,UTA,218.44,127.00576
Greg Smith,MIN,208.28,113.398
Greg Stiemsma,TOR,210.82,117.93392
Greg Whittington,DEN,203.2,95.25432
Greivis Vasquez,BKN,198.12,98.429464
Guerschon Yabusele,BOS,203.2,117.93392
Guillermo Diaz,LAC,187.96,83.91452
Gustavo Ayon,ATL,208.28,113.398
Guy Rucker,GSW,205.74,122.46984
Ha Ha,POR,220.98,138.34556
Hakeem Olajuwon,TOR,213.36,115.66596
Hakim Warrick,CHA,205.74,99.336648
Hamady Ndiaye,SAC,213.36,106.59412
Hamed Haddadi,PHX,218.44,120.20188
Hamidou Diallo,DET,195.58,91.625584
Hanno Mottola,ATL,210.82,112.037224
Harold Ellis,DEN,195.58,99.79024
Harold Jamison,LAC,205.74,122.016248
Harrison Barnes,SAC,203.2,102.0582
Harry Giles III,POR,210.82,108.86208
Harvey Grant,PHI,205.74,102.0582
Hasheem Thabeet,OKC,220.98,119.294696
Hassan Adams,TOR,193.04,99.79024
Hassan Whiteside,UTA,213.36,120.20188
Hassani Gravett,ORL,187.96,84.821704
Haywood Highsmith,MIA,195.58,99.79024
Haywoode Workman,TOR,187.96,81.64656
Hedo Turkoglu,LAC,208.28,99.79024
Henry Ellenson,TOR,208.28,108.86208
Henry James,CLE,203.2,99.79024
Henry Sims,BKN,208.28,112.490816
Henry Walker,MIA,198.12,106.59412
Herb Williams,NYK,210.82,117.93392
Herbert Jones,NOP,200.66,93.439952
Hersey Hawkins,CHH,190.5,90.7184
Hilton Armstrong,GSW,210.82,106.59412
Hiram Fuller,ATL,205.74,108.86208
Hollis Thompson,NOP,203.2,93.439952
Horace Grant,LAL,208.28,111.13004
Horace Jenkins,DET,185.42,81.64656
Horacio Llamas,PHX,210.82,129.27372
Hot Rod Williams,DAL,210.82,111.13004
Howard Eisley,DEN,187.96,83.91452
Hubert Davis,NJN,195.58,83.007336
Ian Clark,NOP,190.5,79.3786
Ian Mahinmi,WAS,210.82,118.841104
Ibrahim Kutluay,SEA,198.12,90.7184
Ignas Brazdeikis,ORL,198.12,100.243832
Igor Rakocevic,MIN,187.96,83.46092800000001
Ike Anigbogu,IND,208.28,113.398
Ike Austin,MEM,208.28,130.63449599999998
Ike Diogu,SAS,205.74,113.398
Ike Fontaine,MEM,193.04,95.25432
Iman Shumpert,BKN,195.58,96.161504
Ime Udoka,SAS,195.58,99.79024
Immanuel Quickley,NYK,187.96,86.18248
Ira Bowman,PHI,195.58,88.45044
Ira Newble,LAL,200.66,99.79024
Isaac Bonga,TOR,203.2,81.64656
Isaac Humphries,ATL,213.36,117.93392
Isaac Okoro,CLE,195.58,102.0582
Isaiah Briscoe,ORL,190.5,97.52228
Isaiah Canaan,MIL,182.88,90.7184
Isaiah Hartenstein,NYK,213.36,113.398
Isaiah Hicks,NYK,205.74,104.32616
Isaiah Jackson,IND,205.74,92.98636
Isaiah Joe,OKC,190.5,74.84268
Isaiah Livers,DET,198.12,105.233344
Isaiah Mobley,CLE,203.2,107.954896
Isaiah Rider,DEN,195.58,97.52228
Isaiah Roby,NYK,203.2,104.32616
Isaiah Stewart,DET,203.2,113.398
Isaiah Taylor,ATL,190.5,77.11064
Isaiah Thomas,CHA,175.26,83.91452
Isaiah Todd,WAS,205.74,99.336648
Isaiah Whitehead,BKN,193.04,96.615096
Ish Smith,DEN,182.88,79.3786
Ish Wainright,PHX,195.58,113.398
Ivan Johnson,ATL,203.2,115.66596
Ivan McFarlin,PHI,200.66,103.872568
Ivan Rabb,MEM,208.28,99.79024
Ivano Newbill,VAN,208.28,111.13004
Ivica Zubac,LAC,213.36,108.86208
J.J. Barea,DAL,177.8,81.64656
J.P. Macura,CLE,193.04,92.079176
J.R. Bremer,GSW,187.96,83.91452
J.R. Giddens,NYK,195.58,97.52228
J.R. Henderson,VAN,203.2,105.68693600000002
J.R. Reid,CLE,205.74,112.037224
JD Davison,BOS,185.42,88.45044
JJ Hickson,WAS,205.74,109.769264
JJ O'Brien,UTA,200.66,99.79024
JJ Redick,DAL,190.5,90.7184
JR Smith,LAL,198.12,99.79024
JT Thor,CHA,205.74,92.079176
Ja Morant,MEM,187.96,78.92500799999999
JaJuan Johnson,BOS,208.28,100.243832
JaKarr Sampson,IND,200.66,97.068688
JaMychal Green,GSW,205.74,102.965384
JaQuori McLaughlin,DAL,193.04,86.18248
JaVale McGee,DAL,213.36,122.46984
Jabari Bird,BOS,198.12,89.811216
Jabari Brown,LAL,195.58,97.068688
Jabari Parker,BOS,200.66,111.13004
Jabari Smith,NJN,210.82,113.398
Jabari Smith Jr.,HOU,210.82,99.79024
Jabari Walker,POR,200.66,90.7184
Jack Cooley,SAC,208.28,124.284208
Jack Haley,NJN,208.28,108.86208
Jack White,DEN,200.66,102.0582
Jackie Butler,SAS,208.28,117.93392
Jackson Vroman,NOK,208.28,99.79024
Jacob Evans,MIN,193.04,95.25432
Jacob Gilyard,MEM,175.26,72.57472
Jacob Pullen,PHI,185.42,90.7184
Jacob Wiley,BKN,203.2,101.151016
Jacque Vaughn,SAS,185.42,86.18248
Jaden Hardy,DAL,190.5,89.811216
Jaden Ivey,DET,193.04,88.45044
Jaden McDaniels,MIN,205.74,83.91452
Jaden Springer,PHI,193.04,91.625584
Jae Crowder,MIL,198.12,106.59412
Jae'Sean Tate,HOU,195.58,104.32616
Jahidi White,CHA,205.74,131.54168
Jahlil Okafor,DET,208.28,122.46984
Jahmi'us Ramsey,SAC,190.5,86.18248
Jaime Echenique,WAS,208.28,117.026736
Jake LaRavia,MEM,200.66,106.59412
Jake Layman,MIN,203.2,94.800728
Jake Tsakalidis,HOU,218.44,131.54168
Jake Voskuhl,TOR,210.82,115.66596
Jakob Poeltl,TOR,215.9,111.13004
Jalen Brunson,NYK,187.96,86.18248
Jalen Duren,DET,210.82,113.398
Jalen Green,HOU,193.04,84.368112
Jalen Harris,TOR,195.58,88.45044
Jalen Johnson,ATL,203.2,99.336648
Jalen Jones,CLE,200.66,99.79024
Jalen Lecque,IND,193.04,83.91452
Jalen McDaniels,PHI,205.74,92.98636
Jalen Rose,PHX,203.2,97.52228
Jalen Smith,IND,205.74,97.52228
Jalen Suggs,ORL,195.58,92.98636
Jalen Williams,OKC,195.58,95.707912
Jamaal Franklin,DEN,195.58,86.636072
Jamaal Magloire,TOR,210.82,120.20188
Jamaal Tinsley,UTA,190.5,85.275296
Jamal Cain,MIA,198.12,86.636072
Jamal Crawford,BKN,195.58,90.7184
Jamal Mashburn,NOH,203.2,112.037224
Jamal Murray,DEN,193.04,97.52228
Jamal Robinson,MIA,200.66,96.161504
Jamal Sampson,DEN,210.82,106.59412
Jamaree Bouyea,WAS,187.96,81.64656
Jamario Moon,CHA,203.2,92.98636
Jameel Warney,DAL,203.2,117.93392
Jameer Nelson,DET,182.88,86.18248
Jamel Artis,ORL,200.66,96.615096
Jamel Thomas,NJN,198.12,99.336648
James Anderson,SAC,198.12,96.615096
James Augustine,ORL,208.28,106.59412
James Bouknight,CHA,193.04,86.18248
James Collins,LAC,193.04,88.904032
James Cotton,SEA,195.58,99.79024
James Ennis III,DEN,198.12,97.52228
James Harden,PHI,195.58,99.79024
James Johnson,IND,200.66,108.86208
James Jones,CLE,203.2,98.883056
James Lang,WAS,208.28,138.34556
James Michael McAdoo,PHI,205.74,104.32616
James Nunnally,NOP,200.66,92.98636
James Posey,IND,203.2,98.429464
James Robinson,ORL,187.96,81.64656
James Scott,MIA,198.12,81.64656
James Singleton,WAS,203.2,104.32616
James Southerland,NOP,203.2,97.52228
James Thomas,CHI,205.74,111.13004
James Webb III,BKN,205.74,91.625584
James White,NYK,200.66,97.52228
James Wiseman,DET,213.36,108.86208
James Young,PHI,198.12,97.52228
JamesOn Curry,LAC,190.5,86.18248
Jamie Feick,NJN,205.74,115.66596
Jamie Watson,MIA,200.66,86.18248
Jamil Wilson,LAC,200.66,103.872568
Jamison Brewer,NYK,193.04,88.45044
Jamorko Pickett,DET,205.74,93.439952
Jan Vesely,DEN,213.36,109.769264
Jannero Pargo,CHA,185.42,83.91452
Jared Butler,OKC,190.5,87.543256
Jared Cunningham,CLE,193.04,88.45044
Jared Dudley,LAL,198.12,107.501304
Jared Harper,NOP,177.8,79.3786
Jared Jeffries,POR,210.82,108.86208
Jared Reiner,MIL,210.82,115.66596
Jared Rhoden,DET,198.12,95.25432
Jared Sullinger,TOR,205.74,117.93392
Jared Terrell,MIN,190.5,102.965384
Jarell Eddie,CHI,200.66,98.883056
Jarell Martin,ORL,208.28,108.408488
Jaren Jackson,ORL,198.12,102.0582
Jaren Jackson Jr.,MEM,208.28,109.769264
Jarnell Stokes,DEN,205.74,115.66596
Jaron Blossomgame,CLE,203.2,99.79024
Jarred Vanderbilt,LAL,203.2,97.068688
Jarrell Brantley,UTA,195.58,113.398
Jarrett Allen,CLE,205.74,110.222856
Jarrett Culver,ATL,198.12,88.45044
Jarrett Jack,NYK,190.5,90.7184
Jarrod Uthoff,WAS,205.74,99.79024
Jarron Collins,POR,210.82,112.944408
Jarron Cumberland,POR,195.58,92.98636
Jarvis Hayes,NJN,203.2,103.418976
Jarvis Varnado,PHI,205.74,104.32616
Jason Caffey,MIL,203.2,116.119552
Jason Collier,ATL,213.36,117.93392
Jason Collins,BKN,213.36,115.66596
Jason Hart,NOH,190.5,81.64656
Jason Kapono,LAL,203.2,97.52228
Jason Kidd,NYK,193.04,95.25432
Jason Lawson,ORL,210.82,108.86208
Jason Maxiell,CHA,200.66,117.93392
Jason Miskiri,CHH,187.96,83.91452
Jason Preston,LAC,190.5,82.10015200000001
Jason Richardson,PHI,198.12,102.0582
Jason Sasser,VAN,200.66,102.0582
Jason Smith,NOP,213.36,108.86208
Jason Terry,MIL,187.96,83.91452
Jason Thompson,TOR,210.82,113.398
Jason Williams,MEM,185.42,81.64656
Javaris Crittenton,WAS,195.58,90.7184
Javin DeLaurier,MIL,208.28,106.140528
Javonte Green,CHI,195.58,92.98636
Javonte Smart,MIA,193.04,92.98636
Jawad Williams,CLE,205.74,102.0582
Jawun Evans,OKC,182.88,86.18248
Jaxson Hayes,NOP,213.36,99.79024
Jay Huff,WAS,215.9,108.86208
Jay Scrubb,ORL,195.58,99.79024
Jay Williams,CHI,187.96,88.45044
Jaylen Adams,MIL,182.88,102.0582
Jaylen Brown,BOS,198.12,101.151016
Jaylen Hoard,OKC,203.2,97.975872
Jaylen Morris,SAS,195.58,83.91452
Jaylen Nowell,MIN,193.04,91.171992
Jaylin Williams,OKC,205.74,108.86208
Jaysean Paige,DET,187.96,90.7184
Jayson Tatum,BOS,203.2,95.25432
Jayson Williams,NJN,205.74,108.86208
Jeenathan Williams,POR,195.58,92.98636
Jeff Adrien,HOU,201.0,111.0
Jeff Ayres,LAC,205.74,113.398
Jeff Dowtin,ORL,190.5,80.28578399999998
Jeff Dowtin Jr.,TOR,190.5,80.28578399999998
Jeff Foote,NOH,213.36,120.20188
Jeff Foster,IND,210.82,113.398
Jeff Grayer,GSW,195.58,95.25432
Jeff Green,DEN,203.2,106.59412
Jeff Hornacek,UTA,193.04,86.18248
Jeff McInnis,CHA,193.04,86.18248
Jeff Nordgaard,MIL,200.66,102.0582
Jeff Sheppard,ATL,190.5,86.18248
Jeff Teague,MIL,190.5,88.45044
Jeff Trepagnier,DEN,193.04,90.7184
Jeff Withey,DAL,213.36,104.32616
Jeffery Taylor,CHA,200.66,102.0582
Jelani McCoy,DEN,208.28,111.13004
Jemerrio Jones,LAL,195.58,79.3786
Jerald Honeycutt,PHI,205.74,115.212368
Jerami Grant,POR,203.2,95.25432
Jerel McNeal,PHX,190.5,90.7184
Jeremiah Martin,CLE,187.96,83.91452
Jeremiah Robinson-Earl,OKC,203.2,108.86208
Jeremy Evans,ATL,205.74,90.7184
Jeremy Lamb,SAC,195.58,81.64656
Jeremy Lin,TOR,190.5,90.7184
Jeremy Pargo,GSW,187.96,99.336648
Jeremy Richardson,ORL,200.66,88.45044
Jeremy Sochan,SAS,203.2,104.32616
Jeremy Tyler,NYK,208.28,113.398
Jerian Grant,WAS,193.04,89.811216
Jericho Sims,NYK,208.28,113.398
Jermaine Jackson,MIL,195.58,92.532768
Jermaine O'Neal,GSW,210.82,115.66596
Jermaine Taylor,SAC,193.04,95.25432
Jermareo Davidson,GSW,208.28,104.32616
Jerome Allen,DEN,193.04,83.46092800000001
Jerome Beasley,MIA,205.74,107.501304
Jerome Dyson,NOH,190.5,81.64656
Jerome James,NYK,215.9,129.27372
Jerome Jordan,BKN,213.36,114.758776
Jerome Kersey,MIL,200.66,97.52228
Jerome Moiso,CLE,208.28,117.93392
Jerome Robinson,WAS,193.04,86.18248
Jerome Williams,NYK,205.74,93.439952
Jerrelle Benimon,DEN,203.0,111.0
Jerry Smith,NJN,187.96,86.18248
Jerry Stackhouse,BKN,198.12,98.883056
Jerryd Bayless,MIN,190.5,90.7184
Jeryl Sasser,ORL,198.12,90.7184
Jevon Carter,MIL,185.42,90.7184
Jim Jackson,LAL,198.12,99.79024
Jim McIlvaine,NJN,215.9,108.86208
Jimmer Fredette,PHX,187.96,88.45044
Jimmy Butler,MIA,200.66,104.32616
Jimmy Carruth,MIL,208.28,120.20188
Jimmy King,DEN,195.58,95.25432
Jimmy Oliver,PHX,195.58,92.98636
Jiri Welsch,MIL,200.66,94.347136
Joakim Noah,LAC,210.82,105.233344
Jock Landale,PHX,210.82,115.66596
Jodie Meeks,TOR,193.04,95.25432
Joe Alexander,CHI,203.2,104.32616
Joe Chealey,CHA,193.04,86.18248
Joe Courtney,SAS,203.2,106.59412
Joe Crawford,NYK,195.58,95.25432
Joe Crispin,PHX,182.88,83.91452
Joe Dumars,DET,190.5,88.45044
Joe Harris,BKN,198.12,99.79024
Joe Ingles,MIL,205.74,99.79024
Joe Johnson,BOS,200.66,108.86208
Joe Kleine,POR,210.82,115.66596
Joe Smith,LAL,208.28,102.0582
Joe Stephens,VAN,200.66,95.25432
Joe Wieskamp,TOR,198.12,92.98636
Joe Wolf,CHH,210.82,104.32616
Joe Young,IND,187.96,83.91452
Joel Anthony,SAS,205.74,111.13004
Joel Ayayi,WAS,193.04,81.64656
Joel Bolomboy,UTA,205.74,106.59412
Joel Embiid,PHI,213.36,127.00576
Joel Freeland,POR,208.28,102.0582
Joel Przybilla,MIL,215.9,111.13004
Joey Dorsey,HOU,205.74,124.7378
Joey Graham,CLE,200.66,104.32616
Joffrey Lauvergne,SAS,210.82,117.93392
Johan Petro,ATL,213.36,112.037224
John Amaechi,UTA,208.28,122.46984
John Butler Jr.,POR,213.36,86.18248
John Celestand,LAL,193.04,80.73937600000001
John Coker,GSW,213.36,114.758776
John Collins,ATL,205.74,102.511792
John Crotty,DEN,185.42,83.91452
John Edwards,ATL,213.36,124.7378
John Henson,DET,205.74,99.336648
John Holland,CLE,195.58,92.98636
John Jenkins,NYK,193.04,97.52228
John Konchar,MEM,195.58,95.25432
John Long,TOR,195.58,90.7184
John Lucas III,MIN,180.34,75.296272
John Salley,LAL,210.82,115.66596
John Salmons,NOP,198.12,95.25432
John Starks,UTA,195.58,86.18248
John Stockton,UTA,185.42,79.3786
John Thomas,NJN,205.74,120.20188
John Wall,LAC,190.5,95.25432
John Wallace,MIA,205.74,102.0582
Johnathan Motley,LAC,203.2,104.32616
Johnathan Williams,WAS,205.74,103.418976
Johnny Davis,WAS,193.04,88.45044
Johnny Juzang,UTA,198.12,94.800728
Johnny Newman,DAL,200.66,95.25432
Johnny O'Bryant III,CHA,205.74,116.573144
Johnny Taylor,ORL,205.74,99.79024
Jon Barry,HOU,195.58,95.25432
Jon Brockman,MIL,200.66,115.66596
Jon Leuer,DET,208.28,103.418976
Jon Teske,MEM,215.9,120.20188
Jonah Bolden,PHX,203.2,102.0582
Jonas Jerebko,GSW,208.28,104.779752
Jonas Valanciunas,NOP,210.82,120.20188
Jonathan Bender,NYK,213.36,104.32616
Jonathan Gibson,BOS,187.96,83.91452
Jonathan Isaac,ORL,208.28,104.32616
Jonathan Kerner,ORL,210.82,111.13004
Jonathan Kuminga,GSW,200.66,102.0582
Jonathon Simmons,PHI,198.12,88.45044
Jonny Flynn,POR,182.88,83.91452
Jontay Porter,MEM,210.82,108.86208
Jordan Adams,MEM,195.58,94.800728
Jordan Bell,CHI,200.66,97.975872
Jordan Bone,ORL,187.96,81.64656
Jordan Clarkson,UTA,195.58,87.996848
Jordan Crawford,NOP,195.58,88.45044
Jordan Farmar,SAC,187.96,81.64656
Jordan Goodwin,WAS,190.5,90.7184
Jordan Hall,SAS,200.66,97.52228
Jordan Hamilton,NOP,200.66,99.79024
Jordan Hill,MIN,208.28,108.86208
Jordan Loyd,TOR,193.04,95.25432
Jordan McLaughlin,MIN,182.88,83.91452
Jordan McRae,DET,195.58,81.19296800000001
Jordan Mickey,MIA,203.2,106.59412
Jordan Nwora,IND,205.74,102.0582
Jordan Poole,GSW,193.04,87.996848
