player,team,height,weight
Pops Mensah-Bonsu,NOH,205.74,106.59412
Precious Achiuwa,TOR,203.2,102.0582
Predrag Drobnjak,ATL,210.82,122.46984
Predrag Savovic,DEN,198.12,102.0582
Priest Lauderdale,DEN,223.52,147.4174
Primoz Brezec,MIL,215.9,115.66596
Quentin Grimes,NYK,195.58,95.25432
Quentin Richardson,NYK,198.12,103.418976
Quenton Jackson,WAS,195.58,78.471416
Quincy Acy,PHX,200.66,108.86208
Quincy Douby,TOR,190.5,79.3786
Quincy Lewis,MIN,200.66,97.52228
Quincy Miller,DET,205.74,95.25432
Quincy Pondexter,SAS,200.66,104.32616
Quinn Cook,CLE,185.42,81.64656
Quinndary Weatherspoon,GSW,190.5,92.98636
Quinton Ross,NJN,198.12,87.543256
Qyntel Woods,NYK,203.2,99.79024
R.J. Hampton,DET,193.04,79.3786
RJ Barrett,NYK,198.12,97.068688
RJ Hunter,BOS,195.58,83.91452
RJ Nembhard Jr.,CLE,193.04,90.7184
Raef LaFrentz,POR,210.82,111.13004
Rafael Addison,CHH,203.2,109.315672
Rafael Araujo,UTA,210.82,122.46984
Rafer Alston,MIA,187.96,79.3786
RaiQuan Gray,BKN,200.66,122.016248
Raja Bell,UTA,195.58,95.25432
Rajon Rondo,CLE,185.42,81.64656
Rakeem Christmas,IND,205.74,113.398
Ramon Sessions,WAS,190.5,86.18248
Randell Jackson,DAL,210.82,97.52228
Randolph Childress,DET,187.96,85.275296
Randolph Morris,ATL,210.82,124.7378
Randy Brown,PHX,187.96,86.18248
Randy Foye,BKN,193.04,98.883056
Randy Holcomb,CHI,205.74,99.79024
Randy Livingston,SEA,193.04,94.800728
Rashad McCants,SAC,193.04,97.52228
Rashad Vaughn,MIL,198.12,91.625584
Rashard Lewis,MIA,208.28,106.59412
Rasheed Wallace,NYK,210.82,104.32616
Rasho Nesterovic,TOR,213.36,115.66596
Rasual Butler,SAS,200.66,97.52228
Ratko Varda,DET,215.9,117.93392
Raul Lopez,UTA,182.88,79.3786
Raul Neto,CLE,187.96,81.64656
Rawle Alkins,CHI,195.58,102.0582
Rawle Marshall,IND,200.66,86.18248
Ray Allen,MIA,195.58,92.98636
Ray McCallum,SAS,190.5,86.18248
Ray Owes,GSW,205.74,101.604608
Ray Spalding,HOU,205.74,102.0582
Rayjon Tucker,MIL,190.5,94.800728
Raymond Felton,OKC,185.42,92.98636
Reece Gaines,MIL,198.12,92.98636
Reggie Bullock,DAL,198.12,92.98636
Reggie Evans,SAC,203.2,111.13004
Reggie Geary,SAS,187.96,84.821704
Reggie Hanson,BOS,203.2,88.45044
Reggie Hearn,DET,195.58,95.25432
Reggie Jackson,DEN,187.96,94.347136
Reggie Jordan,WAS,193.04,88.45044
Reggie Miller,IND,200.66,88.45044
Reggie Perry,POR,203.2,113.398
Reggie Slater,MIN,200.66,115.66596
Reggie Williams,NOP,201.0,86.0
Renaldo Balkman,NYK,203.2,102.0582
Renaldo Major,GSW,200.66,86.18248
Rex Chapman,PHX,193.04,83.91452
Rex Walters,MIA,193.04,86.18248
Richard Hamilton,CHI,200.66,87.543256
Richard Jefferson,DEN,200.66,105.68693600000002
Richard Manning,LAC,210.82,111.13004
Richaun Holmes,SAC,203.2,106.59412
Richie Frahm,LAC,195.58,91.625584
Rick Brunson,HOU,193.04,86.18248
Rick Fox,LAL,200.66,106.59412
Rick Hughes,DAL,205.74,106.59412
Rick Mahorn,PHI,208.28,117.93392
Ricky Davis,LAC,200.66,88.45044
Ricky Ledo,NYK,200.66,88.45044
Ricky Pierce,MIL,193.04,97.52228
Ricky Rubio,CLE,187.96,86.18248
Rik Smits,IND,223.52,120.20188
Rob Edwards,OKC,195.58,92.98636
Rob Kurz,GSW,205.74,105.233344
Robbie Hummel,MIN,205.74,99.336648
Robert Archibald,TOR,210.82,113.398
Robert Covington,LAC,200.66,94.800728
Robert Franks,ORL,200.66,102.0582
Robert Hite,MIA,187.96,83.46092800000001
Robert Horry,SAS,208.28,108.86208
Robert Pack,NJN,187.96,86.18248
Robert Parish,CHI,215.9,110.676448
Robert Sacre,LAL,213.36,122.46984
Robert Swift,OKC,215.9,122.46984
Robert Traylor,CLE,203.2,128.820128
Robert Werdann,NJN,210.82,113.398
Robert Whaley,UTA,208.28,117.93392
Robert Williams III,BOS,205.74,107.501304
Robert Woodard II,SAS,198.12,106.59412
Robin Lopez,CLE,213.36,127.459352
Rod Strickland,HOU,190.5,83.91452
Rodions Kurucs,MIL,205.74,103.418976
Rodney Buford,NJN,195.58,88.45044
Rodney Carney,MEM,200.66,92.98636
Rodney Hood,LAC,203.2,94.347136
Rodney McGruder,DET,193.04,92.98636
Rodney Purvis,ORL,193.04,92.98636
Rodney Rogers,PHI,200.66,122.46984
Rodney Stuckey,IND,195.58,92.98636
Rodney White,GSW,205.74,104.32616
Rodrick Rhodes,DAL,198.12,102.0582
Rodrigue Beaubois,DAL,187.96,83.91452
Roger Mason Jr.,MIA,195.58,92.98636
Roger Powell,UTA,198.12,99.79024
Roko Ukic,MIL,195.58,86.18248
Romeo Langford,SAS,195.58,97.975872
Ron Baker,WAS,193.04,99.79024
Ron Harper,LAL,198.12,97.52228
Ron Harper Jr.,TOR,195.58,111.13004
Ron Mercer,NJN,200.66,97.52228
Ronald Dupree,TOR,200.66,94.800728
Rondae Hollis-Jefferson,POR,198.12,98.429464
Ronnie Brewer,CHI,200.66,106.59412
Ronnie Price,PHX,187.96,86.18248
Ronny Turiaf,MIN,208.28,112.944408
Rony Seikaly,NJN,210.82,114.758776
Roshown McLeod,PHI,203.2,100.243832
Roy Hibbert,DEN,218.44,122.46984
Roy Rogers,DEN,208.28,106.59412
Royal Ivey,OKC,193.04,90.7184
Royce O'Neale,BKN,198.12,102.511792
Royce White,SAC,203.2,117.93392
Ruben Boumtje-Boumtje,POR,213.36,116.573144
Ruben Garces,GSW,205.74,111.13004
Ruben Nembhard,POR,190.5,94.347136
Ruben Patterson,LAC,195.58,101.151016
Ruben Wolkowyski,BOS,208.28,124.7378
Rudy Fernandez,DEN,198.12,83.91452
Rudy Gay,UTA,203.2,113.398
Rudy Gobert,MIN,215.9,117.026736
Rui Hachimura,LAL,203.2,104.32616
Rumeal Robinson,POR,187.96,88.45044
Russ Smith,MEM,182.88,74.84268
Russell Westbrook,LAC,190.5,90.7184
Rusty LaRue,GSW,190.5,83.91452
Ryan Anderson,HOU,205.74,108.86208
Ryan Arcidiacono,POR,190.5,88.45044
Ryan Bowen,OKC,205.74,98.883056
Ryan Broekhoff,PHI,198.12,97.52228
Ryan Gomes,OKC,200.66,111.13004
Ryan Hollins,MEM,213.36,108.86208
Ryan Humphrey,MEM,203.2,106.59412
Ryan Kelly,ATL,210.82,104.32616
Ryan Reid,OKC,203.2,106.59412
Ryan Robertson,SAC,195.58,86.18248
Ryan Rollins,GSW,190.5,81.64656
Ryan Stack,CLE,210.82,97.52228
Saben Lee,PHX,187.96,83.007336
Saddiq Bey,ATL,200.66,97.52228
Salah Mejri,DAL,218.44,106.59412
Salim Stoudamire,ATL,185.42,79.3786
Sam Cassell,BOS,190.5,83.91452
Sam Dekker,TOR,203.2,99.336648
Sam Hauser,BOS,200.66,98.429464
Sam Jacobson,MIN,193.04,97.52228
Sam Mack,MIA,200.66,99.79024
Sam Merrill,CLE,193.04,92.98636
Sam Mitchell,MIN,200.66,97.52228
Sam Perkins,IND,205.74,117.93392
Sam Young,IND,198.12,102.0582
Samaki Walker,IND,205.74,117.93392
Samardo Samuels,CLE,205.74,117.93392
Samuel Dalembert,NYK,210.82,115.66596
Sandro Mamukelashvili,SAS,208.28,108.86208
Santi Aldama,MEM,213.36,97.52228
Sarunas Jasikevicius,GSW,193.04,89.357624
Sarunas Marciulionis,DEN,195.58,90.7184
Sasha Danilovic,DAL,198.12,90.7184
Sasha Kaun,CLE,210.82,117.93392
Sasha Pavlovic,POR,200.66,106.59412
Sasha Vujacic,NYK,200.66,88.45044
Scot Pollard,BOS,210.82,126.098576
Scott Brooks,CLE,180.34,74.84268
Scott Burrell,CHH,200.66,98.883056
Scott Machado,LAL,185.42,92.98636
Scott Padgett,MEM,205.74,108.86208
Scott Williams,CLE,208.28,117.93392
Scottie Barnes,TOR,203.2,102.0582
Scottie Lewis,CHA,195.58,83.91452
Scottie Pippen,CHI,203.2,103.418976
Scotty Hopson,OKC,200.66,92.532768
Scotty Pippen Jr.,LAL,185.42,77.11064
Sean Colson,HOU,182.88,79.3786
Sean Elliott,SAS,203.2,99.79024
Sean Higgins,POR,205.74,92.98636
Sean Kilpatrick,CHI,193.04,96.161504
Sean Lampley,GSW,198.12,96.615096
Sean Marks,POR,208.28,113.398
Sean May,SAC,205.74,120.655472
Sean McDermott,MEM,198.12,88.45044
Sean Rooks,ORL,208.28,117.93392
Sean Singletary,CHA,182.88,83.91452
Sean Williams,BOS,208.28,106.59412
Sebastian Telfair,OKC,182.88,77.11064
Sedale Threatt,HOU,187.96,83.91452
Sekou Doumbouya,LAL,205.74,104.32616
Semaj Christon,OKC,190.5,86.18248
Semi Ojeleye,LAC,198.12,108.86208
Semih Erden,CLE,213.36,108.86208
Serge Ibaka,MIL,210.82,106.59412
Sergei Monia,SAC,203.2,99.79024
Sergey Karasev,BKN,200.66,94.347136
Sergio Rodriguez,PHI,190.5,79.83219199999998
Seth Curry,BKN,185.42,83.91452
Shabazz Muhammad,MIL,198.12,100.243832
Shabazz Napier,WAS,182.88,79.3786
Shaedon Sharpe,POR,195.58,90.7184
Shai Gilgeous-Alexander,OKC,198.12,88.45044
Shake Milton,PHI,195.58,92.98636
Shammond Williams,LAL,185.42,91.171992
Shamorie Ponds,TOR,182.88,79.3786
Shandon Anderson,MIA,198.12,97.52228
Shane Battier,MIA,203.2,99.79024
Shane Edwards,CLE,200.66,99.79024
Shane Heal,SAS,182.88,81.64656
Shane Larkin,BOS,180.34,79.3786
Shannon Brown,MIA,190.5,97.52228
Shaq Buchanan,MEM,190.5,86.18248
Shaquille Harrison,LAL,193.04,88.45044
Shaquille O'Neal,BOS,215.9,147.4174
Shareef Abdur-Rahim,SAC,205.74,111.13004
Sharife Cooper,ATL,185.42,79.83219199999998
Sharone Wright,TOR,210.82,117.93392
Sharrod Ford,PHX,205.74,106.59412
Shaun Livingston,GSW,200.66,87.089664
Shavlik Randolph,PHX,208.28,107.047712
Shawn Bradley,DAL,228.6,124.7378
Shawn Kemp,ORL,208.28,127.00576
Shawn Long,PHI,205.74,115.66596
Shawn Marion,CLE,200.66,103.418976
Shawn Respert,PHX,185.42,88.45044
Shawne Williams,DET,208.28,104.32616
Shawnelle Scott,DEN,208.28,113.398
Shayne Whittington,IND,210.82,113.398
Shea Seals,LAL,195.58,95.25432
Shelden Williams,NJN,205.74,113.398
Sheldon Mac,WAS,198.12,90.7184
Shelvin Mack,CHA,190.5,92.079176
Sherman Douglas,NJN,182.88,81.64656
Sherron Collins,CHA,180.34,92.98636
Sim Bhullar,SAC,226.06,163.29312
Simone Fontecchio,UTA,200.66,94.800728
Sindarius Thornwell,ORL,193.04,97.52228
Skal Labissiere,ATL,208.28,106.59412
Skylar Mays,POR,193.04,92.98636
Slava Medvedenko,ATL,208.28,114.758776
Slavko Vranes,POR,226.06,124.7378
Smush Parker,LAC,193.04,86.18248
Solomon Alabi,TOR,215.9,114.305184
Solomon Hill,ATL,198.12,102.511792
Solomon Jones,ORL,208.28,106.59412
Sonny Weems,PHX,198.12,92.98636
Soumaila Samake,LAL,208.28,108.86208
Speedy Claxton,ATL,180.34,77.11064
Spencer Dinwiddie,BKN,195.58,97.52228
Spencer Hawes,MIL,215.9,111.13004
Spud Webb,ORL,167.64,60.327736
Stacey Augmon,ORL,203.2,96.615096
Stacey King,DAL,210.82,113.398
Stanley Johnson,SAS,198.12,109.769264
Stanley Roberts,PHI,213.36,131.54168
Stanley Umude,DET,198.12,95.25432
Stanton Kidd,UTA,198.12,97.975872
Stephane Lasme,MIA,203.2,97.52228
Stephen Curry,GSW,187.96,83.91452
Stephen Graham,NJN,198.12,97.52228
Stephen Howard,SEA,205.74,102.0582
Stephen Jackson,LAC,203.2,99.79024
Stephen Zimmerman,ORL,213.36,108.86208
Stephon Marbury,BOS,187.96,92.98636
Sterling Brown,LAL,195.58,99.336648
Steve Blake,DET,190.5,78.017824
Steve Francis,HOU,190.5,95.25432
Steve Goodrich,NJN,208.28,99.79024
Steve Hamer,BOS,213.36,111.13004
Steve Henson,DET,180.34,80.28578399999998
Steve Kerr,SAS,185.42,81.64656
Steve Nash,LAL,190.5,80.73937600000001
Steve Novak,MIL,208.28,102.0582
Steve Scheffler,SEA,205.74,113.398
Steven Adams,MEM,210.82,120.20188
Steven Hill,OKC,213.36,111.13004
Steven Hunter,MEM,213.36,108.86208
Steven Smith,PHI,205.74,113.398
Stevin Smith,DAL,187.96,94.347136
Stojko Vrankovic,LAC,218.44,117.93392
Stromile Swift,PHX,208.28,99.79024
Sun Sun,LAL,205.74,92.98636
Sundiata Gaines,NJN,185.42,90.7184
Svi Mykhailiuk,CHA,200.66,92.98636
T.J. Ford,SAS,182.88,74.84268
T.J. Leaf,POR,208.28,100.697424
T.J. McConnell,IND,185.42,86.18248
T.J. Warren,PHX,203.2,99.79024
TJ Leaf,IND,208.28,102.0582
TJ Warren,PHX,203.2,102.0582
Tacko Fall,CLE,228.6,141.067112
Tahjere McCall,BKN,195.58,86.18248
Taj Gibson,WAS,205.74,105.233344
Talen Horton-Tucker,UTA,193.04,106.140528
Tamar Slay,CHA,203.2,99.79024
Tang Hamilton,MIA,203.2,99.79024
Tarence Kinsey,CLE,198.12,85.728888
Tari Eason,HOU,203.2,97.52228
Tarik Black,HOU,205.74,113.398
Tariq Abdul-Wahad,DAL,198.12,102.0582
Tariq Owens,PHX,208.28,92.98636
Taurean Green,DEN,182.88,80.28578399999998
Taurean Prince,MIN,198.12,98.883056
Taylor Griffin,PHX,200.66,107.954896
Tayshaun Prince,MIN,205.74,96.161504
Terance Mann,LAC,195.58,97.52228
Terence Davis,SAC,193.04,91.171992
Terence Morris,ORL,205.74,100.243832
Terrance Ferguson,PHI,198.12,86.18248
Terrance Roberson,CHH,200.66,97.52228
Terrel Harris,NOH,193.04,86.18248
Terrell Brandon,MIN,180.34,78.471416
Terrence Jones,HOU,205.74,114.305184
Terrence Ross,PHX,200.66,93.439952
Terrence Williams,BOS,198.12,99.79024
Terry Cummings,GSW,205.74,99.79024
Terry Davis,DEN,208.28,122.46984
Terry Dehere,VAN,193.04,86.18248
Terry Mills,IND,208.28,104.32616
Terry Porter,SAS,190.5,92.98636
Terry Rozier,CHA,185.42,86.18248
Terry Taylor,CHI,193.04,104.32616
Thabo Sefolosha,HOU,198.12,97.52228
Thaddeus Young,TOR,203.2,106.59412
Thanasis Antetokounmpo,MIL,200.66,99.336648
Theo Maledon,CHA,195.58,79.3786
Theo Pinson,DAL,200.66,96.161504
Theo Ratliff,LAL,208.28,106.59412
Theron Smith,CHA,203.2,102.0582
Thomas Bryant,DEN,208.28,112.490816
Thomas Gardner,ATL,195.58,102.0582
Thomas Hamilton,HOU,218.44,149.68536
Thomas Robinson,LAL,208.28,107.501304
Thomas Welsh,DEN,213.36,115.66596
Thon Maker,CLE,213.36,100.243832
Thurl Bailey,UTA,210.82,112.037224
Tiago Splitter,PHI,210.82,111.13004
Tibor Pleiss,UTA,220.98,116.119552
Tierre Brown,LAL,187.96,85.728888
Tim Breaux,MIL,200.66,97.52228
Tim Duncan,SAS,210.82,113.398
Tim Frazier,CLE,182.88,77.11064
Tim Hardaway,IND,182.88,88.45044
Tim Hardaway Jr.,DAL,195.58,92.98636
Tim James,PHI,200.66,96.161504
Tim Kempton,TOR,208.28,111.13004
Tim Legler,GSW,193.04,90.7184
Tim Ohlbrecht,HOU,210.82,115.66596
Tim Quarterman,HOU,198.12,86.18248
Tim Thomas,DAL,208.28,108.86208
Tim Young,GSW,218.44,122.46984
Timofey Mozgov,BKN,215.9,124.7378
Timothe Luwawu-Cabarrot,ATL,200.66,97.52228
Tito Maddox,HOU,193.04,86.18248
Tobias Harris,PHI,200.66,102.511792
Toby Bailey,PHX,198.12,96.615096
Todd Day,MIN,198.12,85.275296
Todd Fuller,MIA,210.82,115.66596
Todd MacCulloch,PHI,213.36,115.66596
Tom Chambers,PHI,208.28,99.79024
Tom Gugliotta,ATL,208.28,113.398
Tom Hammonds,MIN,205.74,97.52228
Tomas Satoransky,WAS,200.66,95.25432
Toney Douglas,MEM,187.96,88.45044
Toni Kukoc,MIL,210.82,106.59412
Tony Allen,NOP,193.04,96.615096
Tony Battie,PHI,210.82,108.86208
Tony Bobbitt,LAL,193.04,86.18248
Tony Bradley,CHI,210.82,112.490816
Tony Delk,DET,187.96,85.728888
Tony Dumas,CLE,198.12,86.18248
Tony Farmer,GSW,205.74,110.676448
Tony Massenburg,SAS,205.74,113.398
Tony Mitchell,DET,203.2,106.59412
Tony Parker,CHA,187.96,83.91452
Tony Smith,ATL,190.5,83.91452
Tony Snell,NOP,198.12,96.615096
Tony Wroten,NYK,198.12,92.98636
Tornike Shengelia,CHI,205.74,99.79024
Torraye Braggs,HOU,203.2,111.13004
Torrey Craig,PHX,200.66,100.243832
Toure' Murry,UTA,195.58,88.45044
Tracy McGrady,ATL,203.2,102.0582
Tracy Moore,HOU,193.04,90.7184
Tracy Murray,POR,200.66,104.32616
Trae Young,ATL,185.42,74.389088
Trajan Langdon,CLE,190.5,89.357624
Travis Best,NJN,180.34,82.553744
Travis Diener,POR,185.42,79.3786
Travis Hansen,ATL,198.12,92.98636
Travis Knight,NYK,213.36,106.59412
Travis Leslie,LAC,193.04,92.98636
Travis Outlaw,SAC,205.74,93.893544
Travis Wear,LAL,208.28,102.0582
Travis Williams,CHH,198.12,97.52228
Trayvon Palmer,DET,198.12,90.7184
Tre Jones,SAS,185.42,83.91452
Tre Mann,OKC,190.5,80.73937600000001
Tremaine Fowlkes,IND,203.2,99.79024
Tremont Waters,WAS,177.8,79.3786
Trendon Watford,POR,203.2,107.501304
Trent Forrest,ATL,193.04,95.25432
Trenton Hassell,NJN,195.58,102.965384
Trevelin Queen,IND,198.12,86.18248
Treveon Graham,ATL,195.58,99.336648
Trevon Duval,HOU,187.96,85.728888
Trevon Scott,CLE,203.2,102.0582
Trevor Ariza,LAL,203.2,97.52228
Trevor Booker,IND,203.2,103.418976
Trevor Hudgins,HOU,182.88,81.64656
Trevor Keels,NYK,193.04,100.243832
Trevor Winter,MIN,213.36,124.7378
Trey Burke,DAL,182.88,83.91452
Trey Gilder,MEM,205.74,92.98636
Trey Johnson,NOH,195.58,97.52228
Trey Lyles,SAC,205.74,106.140528
Trey McKinney-Jones,IND,195.58,99.79024
Trey Murphy III,NOP,203.2,93.439952
Trey Thompkins,LAC,208.28,111.13004
Tristan Thompson,CHI,205.74,115.212368
Troy Bell,MEM,185.42,81.64656
Troy Brown Jr.,LAL,200.66,97.52228
Troy Caupain,ORL,193.04,95.25432
Troy Daniels,DEN,193.04,90.7184
Troy Hudson,GSW,185.42,80.73937600000001
Troy Murphy,DAL,210.82,111.13004
Troy Williams,SAC,200.66,98.883056
Ty Jerome,GSW,195.58,88.45044
Ty Lawson,SAC,180.34,88.45044
Ty-Shon Alexander,PHX,190.5,88.45044
TyTy Washington Jr.,HOU,190.5,88.45044
Tyler Bey,DAL,200.66,97.52228
Tyler Cavanaugh,UTA,205.74,107.954896
Tyler Cook,CHI,203.2,115.66596
Tyler Davis,OKC,208.28,120.655472
Tyler Dorsey,DAL,193.04,81.64656
Tyler Ennis,LAL,190.5,87.996848
Tyler Hall,NYK,195.58,94.800728
Tyler Hansbrough,CHA,205.74,113.398
Tyler Herro,MIA,195.58,88.45044
Tyler Honeycutt,SAC,203.2,85.275296
Tyler Johnson,SAS,190.5,84.368112
Tyler Lydon,DEN,208.28,102.0582
Tyler Ulis,CHI,177.8,72.57472
Tyler Zeller,SAS,210.82,113.398
Tyreke Evans,IND,198.12,99.79024
Tyrell Terry,MEM,187.96,72.57472
Tyrese Haliburton,IND,195.58,83.91452
Tyrese Martin,ATL,198.12,97.52228
Tyrese Maxey,PHI,187.96,90.7184
Tyrone Corbin,TOR,198.12,95.25432
Tyrone Hill,MIA,205.74,113.398
Tyrone Nesby,WAS,198.12,111.13004
Tyrone Wallace,NOP,195.58,89.811216
Tyronn Lue,ORL,182.88,79.3786
Tyrus Thomas,MEM,208.28,102.0582
Tyshawn Taylor,BKN,190.5,83.91452
Tyson Chandler,HOU,213.36,106.59412
Tyson Wheeler,DEN,177.8,74.84268
Tyus Edney,IND,177.8,75.296272
Tyus Jones,MEM,187.96,88.904032
Udoka Azubuike,UTA,210.82,122.46984
Udonis Haslem,MIA,200.66,106.59412
Uros Slokar,TOR,208.28,107.954896
Usman Garuba,HOU,203.2,103.872568
Vander Blue,LAL,195.58,90.7184
Vassilis Spanoulis,HOU,193.04,88.45044
Vernon Carey Jr.,UTA,208.28,122.46984
Vernon Macklin,DET,208.28,102.965384
Vernon Maxwell,DAL,193.04,86.18248
Viacheslav Kravtsov,PHX,210.82,115.212368
Vic Law,ORL,200.66,91.171992
Victor Alexander,DET,208.28,120.20188
Victor Claver,POR,205.74,101.604608
Victor Oladipo,MIA,190.5,96.615096
Viktor Khryapa,CHI,205.74,98.883056
Vin Baker,LAC,210.82,108.86208
Vince Carter,ATL,198.12,99.79024
Vince Williams Jr.,MEM,193.04,92.98636
Vincent Askew,POR,198.12,95.25432
Vincent Edwards,HOU,203.2,102.0582
Vincent Hunter,MEM,203.2,94.347136
Vincent Poirier,PHI,213.36,106.59412
Vincent Yarbrough,DEN,200.66,95.25432
Vinny Del Negro,PHX,193.04,83.91452
Vit Krejci,ATL,203.2,88.45044
Vitaly Potapenko,SAC,208.28,129.27372
Vitor Faverani,BOS,210.82,117.93392
Vlade Divac,LAL,215.9,117.93392
Vladimir Radmanovic,CHI,208.28,106.59412
Vladimir Stepania,POR,215.9,115.66596
Vlatko Cancar,DEN,203.2,107.047712
Von Wafer,ORL,195.58,94.800728
Vonteego Cummings,PHI,190.5,86.18248
Voshon Lenard,POR,193.04,97.52228
Wade Baldwin IV,POR,193.04,90.7184
Walker Kessler,UTA,213.36,111.13004
Walker Russell,DET,182.88,77.11064
Wally Szczerbiak,CLE,200.66,108.86208
Walt Lemon Jr.,CHI,190.5,81.64656
Walt Williams,DAL,203.2,104.32616
Walter Herrmann,DET,205.74,102.0582
Walter McCarty,LAC,208.28,111.13004
Walter Sharpe,DET,205.74,111.13004
Wang Zhi-zhi,MIA,215.9,128.820128
Wayman Tisdale,PHX,205.74,117.93392
Wayne Ellington,LAL,193.04,93.893544
Wayne Selden,NYK,193.04,105.233344
Wayne Simien,MIA,205.74,113.398
Wayne Turner,BOS,187.96,86.18248
Wendell Carter Jr.,ORL,208.28,122.46984
Wendell Moore Jr.,MIN,195.58,97.52228
Wenyen Gabriel,LAL,205.74,92.98636
Wes Iwundu,ATL,198.12,88.45044
Wesley Johnson,WAS,200.66,97.52228
Wesley Matthews,MIL,195.58,99.79024
Wesley Person,DEN,198.12,90.7184
Will Barton,TOR,195.58,82.10015200000001
Will Blalock,DET,182.88,92.98636
Will Bynum,WAS,182.88,83.91452
Will Cherry,TOR,183.0,83.0
Will Conroy,MIN,187.96,88.45044
Will Magnay,NOP,208.28,106.140528
Will Perdue,POR,213.36,108.86208
Will Solomon,SAC,185.42,83.91452
William Avery,MIN,187.96,89.357624
William Cunningham,NJN,210.82,108.86208
William Howard,HOU,203.2,93.893544
Willie Anderson,MIA,203.2,90.7184
Willie Burton,CHH,203.2,95.25432
Willie Cauley-Stein,PHI,213.36,108.86208
Willie Green,ORL,190.5,92.98636
Willie Reed,LAC,210.82,111.13004
Willie Warren,LAC,193.04,92.079176
Willy Hernangomez,NOP,210.82,113.398
Wilson Chandler,BKN,203.2,106.59412
Xavier Cooks,WAS,203.2,83.007336
Xavier Henry,LAL,198.12,99.79024
Xavier McDaniel,NJN,200.66,92.98636
Xavier Moon,LAC,182.88,74.84268
Xavier Munford,MIL,193.04,78.471416
Xavier Rathan-Mayes,NYK,193.04,94.347136
Xavier Silas,BOS,195.58,92.98636
Xavier Sneed,CHA,195.58,97.52228
Xavier Tillman,MEM,200.66,111.13004
Xavier Tillman Sr.,MEM,203.2,111.13004
Yakhouba Diawara,MIA,200.66,102.0582
Yante Maten,MIA,203.2,108.86208
Yao Ming,HOU,228.6,140.61352
Yaroslav Korolev,LAC,205.74,92.079176
Yi Jianlian,DAL,213.36,113.398
Yinka Dare,NJN,213.36,120.20188
Yogi Ferrell,LAC,182.88,80.73937600000001
Yuta Tabuse,PHX,175.26,74.84268
Yuta Watanabe,BKN,203.2,97.52228
Yves Pons,MEM,195.58,93.439952
Zabian Dowdell,PHX,190.5,86.636072
Zach Collins,SAS,210.82,113.398
Zach LaVine,CHI,195.58,90.7184
Zach Lofton,DET,193.04,81.64656
Zach Norvell Jr.,GSW,195.58,92.98636
Zach Randolph,SAC,205.74,113.398
Zan Tabak,IND,213.36,116.573144
Zarko Cabarkapa,GSW,210.82,104.32616
Zavier Simpson,OKC,182.88,86.18248
Zaza Pachulia,DET,210.82,122.46984
Zeke Nnaji,DEN,205.74,108.86208
Zeljko Rebraca,LAC,213.36,120.20188
Zendon Hamilton,PHI,210.82,115.212368
Zhaire Smith,PHI,190.5,92.98636
Zhou Qi,HOU,215.9,95.25432
Ziaire Williams,MEM,205.74,83.91452
Zion Williamson,NOP,198.12,128.820128
Zoran Dragic,MIA,195.58,90.7184
Zoran Planinic,NJN,200.66,90.7184
Zydrunas Ilgauskas,MIA,220.98,117.93392
Zylan Cheatham,UTA,195.58,99.79024
