PLAYER_NAME,LOC_X,LOC_Y,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_DISTANCE,TEAM_NAME,SEASON
LeBron James,231,67,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,40,14,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-8,11,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-70,11,0,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,12,14,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,182,41,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-4,58,1,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,220,113,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-59,60,1,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,-199,-11,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-27,36,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,100,226,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,113,151,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,15,96,0,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,-2,47,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,166,181,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-191,-2,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-13,20,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-215,146,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-136,86,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-213,135,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-57,34,0,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,2,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-56,126,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,9,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-38,252,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,6,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,100,94,1,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,-95,140,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,9,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,94,93,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,121,121,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,6,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-177,17,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,36,162,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,133,131,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,102,151,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,9,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,236,12,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-4,11,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,230,85,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,83,4,1,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,184,162,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-198,148,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-146,206,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-64,45,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,190,15,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,12,4,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,124,181,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-19,48,0,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,-34,37,1,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,-70,194,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,7,225,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,-8,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,160,189,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,10,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-27,108,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-2,17,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,12,41,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-40,255,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-174,175,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,230,34,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,127,214,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-180,22,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-10,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,70,26,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,-89,4,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,48,175,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-172,-13,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,34,187,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-146,113,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,24,6,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,141,121,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,12,7,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,12,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,100,135,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-19,3,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-108,45,1,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-120,160,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-98,99,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,-182,34,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-15,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-240,17,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,10,4,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-71,178,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,214,124,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,173,176,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-2,11,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-2,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,2,58,0,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,-116,22,1,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-13,6,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,0,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,177,22,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,9,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-35,222,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,-5,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-16,15,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-205,4,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-160,154,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,83,20,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,163,189,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,0,6,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-10,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,0,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,2,0,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-120,146,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-8,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,9,0,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-128,45,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,-7,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-21,6,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,13,14,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-18,6,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,15,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-139,121,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,78,249,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-67,15,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-157,82,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-235,60,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-210,142,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-158,225,0,3PT Field Goal,27,Miami Heat,2012-13 Season
LeBron James,-185,67,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-138,82,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-149,58,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-41,28,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,157,72,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,6,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-152,85,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,4,0,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-155,12,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-26,121,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,2,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,132,42,1,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,-205,19,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,204,157,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,18,178,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,129,233,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-81,189,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-157,56,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,1,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-2,0,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,140,224,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-169,217,0,3PT Field Goal,27,Miami Heat,2012-13 Season
LeBron James,-130,58,1,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,-5,9,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,4,1,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,2,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-123,-5,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,0,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-180,3,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-26,30,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,0,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,15,94,0,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,1,14,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-122,-16,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-32,0,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,239,-10,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,2,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-147,52,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,62,113,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-125,-10,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,4,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-226,66,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,241,-19,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,18,14,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,4,14,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-212,7,1,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,141,96,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,206,-16,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-209,-30,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-127,228,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-11,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-24,246,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,133,165,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,0,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,184,44,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-109,230,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,32,254,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,0,11,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,21,107,1,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,-41,53,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-169,20,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-248,6,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,23,6,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,47,217,0,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,189,157,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-152,121,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,12,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,13,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,10,6,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-41,44,0,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,4,33,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-109,23,1,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-21,7,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-11,14,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-10,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,7,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,7,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-5,258,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-242,15,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,1,31,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,13,4,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-144,153,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-158,53,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,1,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,86,131,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,0,173,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-239,7,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-57,44,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,-95,159,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,133,80,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-223,110,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,136,206,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,1,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-4,190,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,4,249,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-4,-2,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,75,175,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,58,249,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,113,165,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,20,30,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,80,23,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,231,4,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-2,127,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-182,194,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,13,107,0,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,155,187,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-128,143,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,10,6,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-86,135,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,54,164,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-100,12,0,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,88,167,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-78,129,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-35,25,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-4,9,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-152,89,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-127,7,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,26,60,0,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,26,3,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-37,83,1,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,-112,30,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-92,22,0,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,-38,52,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,13,4,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,21,6,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,18,4,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-164,80,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-10,179,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-128,0,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,40,85,0,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,1,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,12,15,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,103,238,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-158,129,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-152,89,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-152,33,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,12,-5,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,9,-3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,15,0,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-70,39,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,151,197,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-141,116,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,12,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,4,274,0,3PT Field Goal,27,Miami Heat,2012-13 Season
LeBron James,6,-3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,231,7,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,80,26,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,-199,159,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,132,132,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-179,162,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,23,-3,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,3,-1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-8,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-32,55,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-18,15,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-226,105,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,37,19,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-21,39,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-30,14,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,0,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,17,25,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,0,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-21,6,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-15,0,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-10,19,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-15,-2,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-158,78,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-16,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-23,-2,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,233,6,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,4,9,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,6,0,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-160,94,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-161,186,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,231,36,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,26,11,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-62,25,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-23,9,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,78,233,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-111,-6,1,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-2,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,168,146,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,12,12,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-4,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,18,7,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,21,257,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,15,260,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-19,15,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-232,7,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-114,168,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,0,126,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,0,123,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,182,190,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-119,151,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-190,178,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-4,-5,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,9,28,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,135,119,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,125,135,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-95,164,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,125,145,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-16,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-15,19,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-2,159,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-15,14,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-27,19,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-11,14,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,7,25,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-11,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,92,162,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-64,14,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,58,102,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,7,23,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-109,184,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-101,64,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-15,4,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-199,71,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-15,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,13,19,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,0,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,31,265,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-48,192,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,59,261,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-41,45,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-11,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-15,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,21,30,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-4,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-3,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,6,-5,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-76,93,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-160,94,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-131,137,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,1,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,32,39,0,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,73,250,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,13,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-89,58,0,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,-4,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
